EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
746765739,M,3,1,2482,23,3,At/Near Standard,2445,44,At/Near Standard,2492,42,At/Near Standard,2517,70,At/Near Standard,2495,45,1,2619,26,4,Above Standard,2617,36,Above Standard,2576,38,Above Standard,2750,134
747554835,F,3,1,2509,23,4,Above Standard,2494,39,At/Near Standard,2455,42,Above Standard,2542,59,Above Standard,2579,57,1,2450,16,3,At/Near Standard,2445,23,At/Near Standard,2446,29,At/Near Standard,2469,36
748796292,F,3,1,2390,24,2,At/Near Standard,2460,43,Below Standard,2315,52,At/Near Standard,2457,57,Below Standard,2239,101,1,2390,19,2,Below Standard,2393,24,Below Standard,2346,46,At/Near Standard,2433,45
753267462,M,3,1,2447,21,3,At/Near Standard,2459,32,At/Near Standard,2486,44,At/Near Standard,2384,66,At/Near Standard,2409,53,1,2454,16,3,At/Near Standard,2446,23,At/Near Standard,2431,26,Above Standard,2512,35
762766338,M,3,1,2464,23,3,At/Near Standard,2460,41,Above Standard,2504,41,At/Near Standard,2343,65,At/Near Standard,2502,54,1,2448,17,3,At/Near Standard,2453,23,At/Near Standard,2465,29,At/Near Standard,2393,47
763848547,F,3,1,2499,23,4,At/Near Standard,2490,46,At/Near Standard,2478,35,At/Near Standard,2475,63,Above Standard,2571,52,1,2456,17,3,Above Standard,2474,24,At/Near Standard,2443,40,At/Near Standard,2426,38
765532262,M,3,1,2285,29,1,Below Standard,2159,107,Below Standard,2301,46,At/Near Standard,2374,66,Below Standard,2285,65,1,2419,17,2,At/Near Standard,2415,24,At/Near Standard,2424,30,At/Near Standard,2419,36
767679564,M,3,1,2509,22,4,Above Standard,2530,43,Above Standard,2513,36,Above Standard,2542,57,At/Near Standard,2427,68,1,2562,19,4,Above Standard,2610,37,Above Standard,2522,35,Above Standard,2543,34
775936424,M,3,1,2477,23,3,At/Near Standard,2481,48,Above Standard,2525,40,At/Near Standard,2448,59,At/Near Standard,2433,47,1,2527,17,4,Above Standard,2517,26,Above Standard,2547,33,Above Standard,2519,35
778261529,F,3,1,2338,25,1,Below Standard,2337,36,At/Near Standard,2414,37,Below Standard,2192,123,Below Standard,2102,169,1,2392,18,2,At/Near Standard,2403,25,At/Near Standard,2396,34,Below Standard,2355,45
784626656,M,3,1,2419,26,2,At/Near Standard,2488,40,Below Standard,2289,90,At/Near Standard,2438,62,At/Near Standard,2272,110,1,2481,17,3,At/Near Standard,2467,23,Above Standard,2491,33,Above Standard,2506,41
785541323,F,3,1,2441,20,3,At/Near Standard,2449,35,At/Near Standard,2428,33,At/Near Standard,2369,76,At/Near Standard,2498,54,1,2442,17,3,At/Near Standard,2459,25,At/Near Standard,2461,29,At/Near Standard,2313,82
788482658,F,3,1,2606,25,4,Above Standard,2556,44,Above Standard,2628,44,Above Standard,2613,74,Above Standard,2628,47,1,2405,17,2,Below Standard,2362,24,At/Near Standard,2461,33,At/Near Standard,2433,39
794838495,F,3,1,2365,21,1,At/Near Standard,2397,31,Below Standard,2355,39,Below Standard,2245,96,Below Standard,2354,51,1,2416,18,2,At/Near Standard,2420,25,At/Near Standard,2370,44,At/Near Standard,2450,35
818177357,M,3,1,2381,25,2,At/Near Standard,2372,44,At/Near Standard,2374,48,At/Near Standard,2462,58,Below Standard,2288,85,1,2384,20,2,At/Near Standard,2412,25,Below Standard,2212,146,Below Standard,2370,43
873684866,F,3,1,2387,24,2,At/Near Standard,2399,43,At/Near Standard,2378,38,At/Near Standard,2342,69,At/Near Standard,2434,65,1,2385,21,2,At/Near Standard,2400,29,Below Standard,2228,127,At/Near Standard,2427,38
895369262,M,3,1,2549,22,4,Above Standard,2649,72,Above Standard,2556,43,Above Standard,2528,61,Above Standard,2503,43,1,2544,17,4,Above Standard,2562,26,Above Standard,2493,35,Above Standard,2583,45
975434456,M,3,1,2461,23,3,Above Standard,2511,44,At/Near Standard,2442,39,At/Near Standard,2392,70,At/Near Standard,2466,48,1,2478,17,3,Above Standard,2479,25,At/Near Standard,2465,30,Above Standard,2495,39
999341531,M,3,1,2344,24,1,Below Standard,2346,34,Below Standard,2317,46,At/Near Standard,2468,69,Below Standard,2261,87,1,2409,18,2,At/Near Standard,2401,27,At/Near Standard,2408,33,At/Near Standard,2425,35
