EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
558585365,F,8,1,2517,27,2,1065L,At/Near Standard,2517,47,At/Near Standard,2523,43,At/Near Standard,2591,83,Below Standard,2434,82,1,2481,31,1,880Q,Below Standard,2509,48,Below Standard,2419,65,At/Near Standard,2509,66
248856162,M,8,1,2444,30,1,910L,Below Standard,2469,48,Below Standard,2413,67,At/Near Standard,2487,62,Below Standard,2381,77,1,2387,33,1,675Q,Below Standard,2393,44,Below Standard,2372,69,Below Standard,2390,79
278597446,M,8,1,2642,28,3,1330L,Above Standard,2661,45,At/Near Standard,2598,62,Above Standard,2838,128,At/Near Standard,2577,61,1,2492,31,1,905Q,Below Standard,2474,45,At/Near Standard,2510,63,At/Near Standard,2510,62
467567483,F,8,1,2336,44,1,680L,Below Standard,2362,80,Below Standard,2345,72,Below Standard,2245,187,Below Standard,2349,80,1,2370,39,1,640Q,Below Standard,2376,51,Below Standard,2335,103,Below Standard,2385,83
447376424,F,8,1,2402,35,1,820L,Below Standard,2421,61,Below Standard,2321,86,Below Standard,2429,69,Below Standard,2429,75,1,2421,34,1,750Q,Below Standard,2369,51,At/Near Standard,2525,62,Below Standard,2417,82
557241465,F,8,1,2524,28,2,1080L,At/Near Standard,2540,49,At/Near Standard,2522,50,Below Standard,2306,127,At/Near Standard,2637,77,1,2484,34,1,885Q,Below Standard,2452,45,At/Near Standard,2551,55,At/Near Standard,2484,75
472688783,F,8,1,2683,31,4,1420L,Above Standard,2675,52,At/Near Standard,2636,63,Above Standard,2819,113,Above Standard,2676,58,1,2646,22,3,1235Q,Above Standard,2654,31,Above Standard,2656,44,At/Near Standard,2623,46
226947196,F,8,1,2584,27,3,1205L,At/Near Standard,2527,46,Above Standard,2663,60,At/Near Standard,2477,78,Above Standard,2657,58,1,2482,31,1,880Q,Below Standard,2451,40,At/Near Standard,2574,53,Below Standard,2461,71
482876821,M,8,1,2545,25,2,1125L,At/Near Standard,2547,43,At/Near Standard,2514,44,At/Near Standard,2630,82,At/Near Standard,2542,55,1,2556,29,2,1040Q,At/Near Standard,2556,41,At/Near Standard,2610,42,Below Standard,2436,82
588277366,F,8,1,2591,28,3,1220L,Above Standard,2659,50,Below Standard,2466,52,At/Near Standard,2601,74,At/Near Standard,2626,59,1,2511,29,2,945Q,At/Near Standard,2527,43,Below Standard,2463,57,At/Near Standard,2543,61
103405622,F,8,1,2573,28,3,1185L,At/Near Standard,2529,48,At/Near Standard,2556,50,At/Near Standard,2519,72,Above Standard,2752,81,1,2444,33,1,800Q,Below Standard,2459,41,Below Standard,2335,103,At/Near Standard,2509,84
458587986,F,8,1,2649,28,3,1345L,Above Standard,2668,53,At/Near Standard,2578,50,Above Standard,2709,88,Above Standard,2674,53,1,2671,23,4,1290Q,Above Standard,2668,33,Above Standard,2663,41,Above Standard,2690,51
422354473,F,8,1,2572,27,3,1180L,Below Standard,2408,79,At/Near Standard,2598,53,At/Near Standard,2597,77,Above Standard,2668,59,1,2489,29,1,895Q,Below Standard,2502,39,Below Standard,2455,52,At/Near Standard,2527,80
552813722,F,8,1,2684,29,4,1420L,Above Standard,2766,64,Above Standard,2688,67,At/Near Standard,2662,73,At/Near Standard,2587,70,1,2663,23,4,1275Q,Above Standard,2683,35,Above Standard,2678,36,At/Near Standard,2571,62
484882982,F,8,1,2456,27,1,935L,Below Standard,2425,49,At/Near Standard,2497,63,At/Near Standard,2484,63,Below Standard,2450,55,1,2503,29,1,925Q,Below Standard,2504,39,At/Near Standard,2509,58,At/Near Standard,2490,68
965253764,F,8,1,2630,29,3,1305L,Above Standard,2717,58,At/Near Standard,2629,58,At/Near Standard,2561,66,At/Near Standard,2575,61,1,2466,34,1,845Q,Below Standard,2469,46,Below Standard,2466,69,Below Standard,2457,70
103270789,M,8,1,2581,26,3,1200L,At/Near Standard,2576,47,At/Near Standard,2624,61,At/Near Standard,2583,61,At/Near Standard,2556,49,1,2453,32,1,820Q,Below Standard,2456,41,At/Near Standard,2505,62,Below Standard,2351,98
381395785,F,8,1,2559,29,2,1155L,At/Near Standard,2572,49,At/Near Standard,2585,62,At/Near Standard,2568,66,At/Near Standard,2503,66,1,2523,29,2,970Q,Below Standard,2519,39,At/Near Standard,2555,56,At/Near Standard,2494,67
646833855,M,8,1,2432,30,1,885L,At/Near Standard,2525,45,Below Standard,2305,106,Below Standard,2382,88,Below Standard,2371,66,1,2468,29,1,850Q,Below Standard,2459,38,Below Standard,2460,60,At/Near Standard,2508,67
394575679,F,8,1,2364,37,1,740L,Below Standard,2409,62,Below Standard,2378,68,Below Standard,2252,106,Below Standard,2384,70,1,2411,44,1,725Q,Below Standard,2461,47,Below Standard,2391,126,Below Standard,2118,198
126112465,F,8,1,2309,44,1,620L,Below Standard,2145,215,Below Standard,2387,53,Below Standard,2254,109,Below Standard,2273,109,1,2343,55,1,580Q,Below Standard,2374,61,Below Standard,2317,139,Below Standard,2217,181
335826976,F,8,1,2544,27,2,1120L,Below Standard,2468,53,At/Near Standard,2602,54,At/Near Standard,2575,69,At/Near Standard,2555,60,1,2517,31,2,955Q,Below Standard,2521,43,At/Near Standard,2377,149,At/Near Standard,2584,62
256653743,M,8,1,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,Not Attempted,1,2418,41,1,740Q,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
144253174,M,8,1,2482,30,1,990L,Below Standard,2482,45,At/Near Standard,2500,63,At/Near Standard,2587,78,Below Standard,2339,95,1,2471,30,1,855Q,Below Standard,2461,42,At/Near Standard,2496,62,Below Standard,2467,62
573364462,M,8,1,2655,25,3,1360L,Above Standard,2650,42,Above Standard,2650,50,At/Near Standard,2640,75,Above Standard,2673,48,1,2631,26,3,1205Q,At/Near Standard,2622,35,At/Near Standard,2645,49,At/Near Standard,2640,63
338257873,F,8,1,2629,25,3,1305L,At/Near Standard,2563,48,Above Standard,2729,54,Above Standard,2718,80,At/Near Standard,2548,63,1,2513,30,2,950Q,Below Standard,2510,40,At/Near Standard,2505,69,At/Near Standard,2525,57
562384858,M,8,1,2594,31,3,1230L,At/Near Standard,2610,50,At/Near Standard,2620,77,At/Near Standard,2707,109,At/Near Standard,2521,60,1,2645,21,3,1235Q,Above Standard,2659,32,Above Standard,2666,37,At/Near Standard,2574,61
