EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
266141886,F,10,1,2613,30,3,1280L,At/Near Standard,2659,61,Above Standard,2652,49,Below Standard,2102,215,At/Near Standard,2618,61,1,2555,32,2,1100Q,Below Standard,2552,39,At/Near Standard,2508,82,At/Near Standard,2626,78
102878502,M,10,1,2659,26,3,1370L,Above Standard,2763,61,At/Near Standard,2590,51,At/Near Standard,2676,71,At/Near Standard,2631,51,1,2643,28,3,1260Q,At/Near Standard,2616,39,At/Near Standard,2436,198,Above Standard,2742,51
102110473,F,10,1,2645,28,3,1340L,At/Near Standard,2624,53,At/Near Standard,2624,45,At/Near Standard,2631,86,Above Standard,2712,61,1,2460,46,1,920Q,Below Standard,2416,71,At/Near Standard,2527,89,At/Near Standard,2494,91
462662513,F,10,1,2569,30,2,1195L,At/Near Standard,2581,54,At/Near Standard,2609,50,At/Near Standard,2609,90,Below Standard,2441,88,1,2530,35,2,1050Q,Below Standard,2529,44,At/Near Standard,2629,67,Below Standard,2431,109
102110577,M,10,1,2455,35,1,970L,Below Standard,2441,70,At/Near Standard,2518,50,Below Standard,2414,107,Below Standard,2262,145,1,2663,24,3,1300Q,Above Standard,2669,33,Above Standard,2723,47,At/Near Standard,2597,47
100131740,F,10,1,2457,32,1,975L,Below Standard,2503,47,Below Standard,2459,53,Below Standard,2102,215,Below Standard,2441,74,1,2445,49,1,895Q,Below Standard,2458,56,Below Standard,2310,198,Below Standard,2428,98
102109653,M,10,1,2673,27,3,1395L,Above Standard,2690,51,Above Standard,2732,51,At/Near Standard,2686,75,At/Near Standard,2545,81,1,2655,24,3,1285Q,Above Standard,2675,27,At/Near Standard,2574,87,At/Near Standard,2597,75
100148507,M,10,1,2522,33,2,1100L,At/Near Standard,2514,60,At/Near Standard,2515,59,At/Near Standard,2606,81,At/Near Standard,2474,79,1,2537,33,2,1065Q,Below Standard,2551,40,At/Near Standard,2341,198,At/Near Standard,2558,63
102109877,M,10,1,2489,30,1,1035L,Below Standard,2441,66,Below Standard,2463,56,At/Near Standard,2605,71,At/Near Standard,2463,78,1,2538,35,2,1065Q,Below Standard,2531,46,At/Near Standard,2586,79,At/Near Standard,2518,82
102109904,M,10,1,2750,35,4,1545L,Above Standard,2869,78,Above Standard,2723,60,At/Near Standard,2678,93,At/Near Standard,2688,76,1,2708,22,4,1380Q,Above Standard,2702,31,Above Standard,2742,36,At/Near Standard,2664,55
102109907,M,10,1,2801,34,4,1645L,Above Standard,2864,78,Above Standard,2839,64,Above Standard,2746,86,Above Standard,2731,65,1,2864,27,4,1500Q,Above Standard,2937,59,Above Standard,2809,41,Above Standard,2861,53
102109928,F,10,1,2673,27,3,1395L,Above Standard,2673,53,Above Standard,2712,45,Above Standard,2726,86,At/Near Standard,2601,56,1,2649,26,3,1270Q,At/Near Standard,2632,34,At/Near Standard,2640,64,Above Standard,2705,54
102110242,F,10,1,2670,30,3,1390L,At/Near Standard,2535,56,Above Standard,2718,58,At/Near Standard,2570,94,Above Standard,2823,86,1,2617,24,3,1215Q,At/Near Standard,2571,41,Above Standard,2686,40,At/Near Standard,2596,53
758868433,F,10,1,2724,28,4,1495L,Above Standard,2775,59,Above Standard,2715,48,Above Standard,2764,89,Above Standard,2670,56,1,2677,22,3,1325Q,Above Standard,2696,29,Above Standard,2722,51,At/Near Standard,2589,48
102110325,F,10,1,2743,32,4,1535L,Above Standard,2738,54,Above Standard,2679,53,Above Standard,2938,125,Above Standard,2765,72,1,2608,29,2,1195Q,At/Near Standard,2605,35,At/Near Standard,2649,66,At/Near Standard,2560,92
102110359,F,10,1,2754,30,4,1555L,Above Standard,2793,63,Above Standard,2772,53,Above Standard,2700,81,Above Standard,2731,50,1,2712,23,4,1390Q,Above Standard,2714,29,At/Near Standard,2627,79,Above Standard,2763,58
102110499,M,10,1,2646,29,3,1345L,Above Standard,2704,57,Above Standard,2658,51,At/Near Standard,2521,101,At/Near Standard,2625,63,1,2615,29,3,1210Q,At/Near Standard,2597,34,At/Near Standard,2687,63,At/Near Standard,2628,94
103324110,F,10,1,2679,31,4,1410L,Above Standard,2696,58,Above Standard,2713,55,At/Near Standard,2693,79,At/Near Standard,2597,72,1,2605,29,2,1190Q,At/Near Standard,2625,31,At/Near Standard,2563,97,At/Near Standard,2472,119
146327545,F,10,1,2631,28,3,1315L,At/Near Standard,2524,54,Above Standard,2723,65,At/Near Standard,2648,86,Above Standard,2653,50,1,2533,36,2,1055Q,Below Standard,2537,43,At/Near Standard,2497,117,At/Near Standard,2539,87
100131798,F,10,1,2692,28,4,1435L,At/Near Standard,2583,51,Above Standard,2780,69,Above Standard,2774,102,Above Standard,2740,60,1,2663,26,3,1300Q,Above Standard,2677,31,At/Near Standard,2455,198,At/Near Standard,2684,57
373852378,M,10,1,2401,38,1,865L,Below Standard,2470,53,Below Standard,2237,108,Below Standard,2383,89,At/Near Standard,2475,79,1,2414,53,1,835Q,Below Standard,2302,109,At/Near Standard,2591,99,Below Standard,2453,92
397271726,M,10,1,2473,31,1,1005L,Below Standard,2441,53,At/Near Standard,2533,53,At/Near Standard,2530,83,Below Standard,2376,93,1,2451,46,1,905Q,Below Standard,2447,57,At/Near Standard,2546,80,Below Standard,2328,144
399458867,F,10,1,2384,38,1,830L,Below Standard,2296,102,Below Standard,2357,61,At/Near Standard,2473,70,At/Near Standard,2440,105,1,2406,59,1,820Q,Below Standard,2424,69,At/Near Standard,2428,162,Below Standard,2321,168
365445483,M,10,1,2735,28,4,1520L,Above Standard,2843,87,Above Standard,2659,49,Above Standard,2728,70,Above Standard,2760,56,1,2730,23,4,1420Q,Above Standard,2747,34,Above Standard,2693,40,Above Standard,2767,69
338733462,M,10,1,2379,39,1,820L,Below Standard,2357,95,Below Standard,2352,63,Below Standard,2329,105,Below Standard,2454,67,1,2443,51,1,890Q,Below Standard,2399,82,At/Near Standard,2470,109,Below Standard,2485,81
102109854,F,10,1,2515,29,2,1090L,Below Standard,2440,65,At/Near Standard,2559,48,At/Near Standard,2518,70,At/Near Standard,2526,73,1,2368,59,1,750Q,Below Standard,2245,131,At/Near Standard,2505,100,Below Standard,2398,98
103119537,F,10,1,2440,32,1,940L,Below Standard,2388,72,Below Standard,2442,56,At/Near Standard,2529,76,Below Standard,2416,77,1,2491,39,1,980Q,Below Standard,2453,57,At/Near Standard,2487,109,At/Near Standard,2560,60
100150959,F,10,1,2516,30,2,1090L,Below Standard,2471,65,At/Near Standard,2534,48,At/Near Standard,2664,71,Below Standard,2235,203,1,2513,38,1,1020Q,Below Standard,2517,52,Below Standard,2464,96,At/Near Standard,2547,69
285482461,M,10,1,2407,35,1,875L,Below Standard,2464,53,Below Standard,2299,77,At/Near Standard,2461,84,At/Near Standard,2438,94,1,2363,64,1,740Q,Below Standard,2402,74,At/Near Standard,2556,128,Below Standard,2118,198
224182323,M,10,1,2709,28,4,1465L,Above Standard,2748,59,Above Standard,2677,48,Above Standard,2758,87,Above Standard,2692,55,1,2561,29,2,1110Q,Below Standard,2526,43,At/Near Standard,2643,51,At/Near Standard,2532,66
