EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
712352418,M,8,1,2652,26,3,1350L,Above Standard,2706,53,At/Near Standard,2621,48,At/Near Standard,2657,71,At/Near Standard,2620,53,1,2657,21,4,1260Q,Above Standard,2663,30,Above Standard,2683,39,At/Near Standard,2610,48
103182883,F,8,1,2680,29,4,1410L,At/Near Standard,2622,55,Above Standard,2715,54,At/Near Standard,2583,68,Above Standard,2756,66,1,2645,26,3,1235Q,At/Near Standard,2635,42,At/Near Standard,2603,49,Above Standard,2695,44
759366642,F,8,1,2632,26,3,1310L,Above Standard,2659,47,Above Standard,2638,46,At/Near Standard,2604,67,At/Near Standard,2596,62,1,2619,21,3,1180Q,Above Standard,2654,31,At/Near Standard,2611,39,At/Near Standard,2501,78
454117435,M,8,1,2549,26,2,1135L,At/Near Standard,2552,47,Below Standard,2471,53,At/Near Standard,2478,87,Above Standard,2642,49,1,2493,30,1,905Q,Below Standard,2468,43,At/Near Standard,2585,48,Below Standard,2441,69
103204103,M,8,1,2500,27,2,1030L,Below Standard,2435,61,At/Near Standard,2515,45,At/Near Standard,2567,66,At/Near Standard,2492,71,1,2470,33,1,855Q,Below Standard,2446,44,Below Standard,2478,60,At/Near Standard,2528,73
103327198,M,8,1,2668,28,4,1385L,At/Near Standard,2616,49,Above Standard,2708,53,At/Near Standard,2671,72,Above Standard,2691,58,1,2750,22,4,1450Q,Above Standard,2754,37,Above Standard,2788,46,Above Standard,2704,40
103085700,F,8,1,2689,28,4,1430L,Above Standard,2707,49,Above Standard,2672,52,Above Standard,2854,141,Above Standard,2647,50,1,2634,22,3,1210Q,At/Near Standard,2607,32,Above Standard,2652,37,Above Standard,2663,44
103085451,M,8,1,2555,26,2,1145L,At/Near Standard,2547,48,At/Near Standard,2575,47,At/Near Standard,2612,75,At/Near Standard,2503,61,1,2587,26,3,1110Q,At/Near Standard,2579,36,At/Near Standard,2603,43,At/Near Standard,2582,62
103086773,F,8,1,2590,25,3,1220L,At/Near Standard,2570,42,Above Standard,2642,49,At/Near Standard,2491,75,At/Near Standard,2605,48,1,2509,31,2,940Q,Below Standard,2508,43,At/Near Standard,2535,55,Below Standard,2479,68
357149853,F,8,1,2563,24,2,1160L,At/Near Standard,2555,39,At/Near Standard,2570,47,At/Near Standard,2576,58,At/Near Standard,2556,59,1,2528,29,2,980Q,Below Standard,2521,41,At/Near Standard,2560,49,At/Near Standard,2501,61
103270137,F,8,1,2581,25,3,1200L,At/Near Standard,2605,48,At/Near Standard,2619,43,At/Near Standard,2528,74,At/Near Standard,2477,75,1,2551,27,2,1030Q,At/Near Standard,2563,36,At/Near Standard,2574,53,Below Standard,2494,60
103085270,F,8,1,2584,25,3,1205L,Below Standard,2464,49,At/Near Standard,2605,48,At/Near Standard,2645,88,Above Standard,2698,65,1,2625,26,3,1190Q,At/Near Standard,2568,41,Above Standard,2645,38,Above Standard,2735,83
103086348,F,8,1,2517,28,2,1065L,At/Near Standard,2535,43,At/Near Standard,2591,72,Below Standard,2412,83,At/Near Standard,2501,58,1,2491,33,1,900Q,Below Standard,2449,45,At/Near Standard,2544,63,At/Near Standard,2554,74
103086105,F,8,1,2371,34,1,755L,Below Standard,2223,172,Below Standard,2384,47,Below Standard,2366,100,Below Standard,2442,70,1,2382,39,1,665Q,Below Standard,2394,49,Below Standard,2446,73,Below Standard,2167,183
103086529,M,8,1,2442,26,1,905L,Below Standard,2442,50,Below Standard,2444,40,Below Standard,2443,75,Below Standard,2438,66,1,2494,34,1,905Q,At/Near Standard,2543,43,At/Near Standard,2522,69,Below Standard,2161,198
103120335,F,8,1,2736,32,4,1530L,Above Standard,2699,56,Above Standard,2745,56,Above Standard,2743,84,Above Standard,2761,63,1,2641,20,3,1225Q,At/Near Standard,2624,32,Above Standard,2651,33,Above Standard,2653,38
598663746,F,8,1,2605,26,3,1250L,At/Near Standard,2543,52,Above Standard,2681,56,At/Near Standard,2651,74,At/Near Standard,2579,47,1,2633,23,3,1210Q,Above Standard,2637,31,At/Near Standard,2595,52,At/Near Standard,2670,57
103167120,M,8,1,2520,24,2,1070L,At/Near Standard,2525,40,At/Near Standard,2605,51,Below Standard,2208,195,At/Near Standard,2508,56,1,2595,24,3,1125Q,At/Near Standard,2572,37,At/Near Standard,2640,37,At/Near Standard,2555,56
778777874,M,8,1,2616,23,3,1275L,At/Near Standard,2580,44,At/Near Standard,2631,45,At/Near Standard,2655,68,At/Near Standard,2621,41,1,2613,27,3,1165Q,At/Near Standard,2627,40,At/Near Standard,2609,49,At/Near Standard,2587,61
832464772,M,8,1,2496,25,2,1020L,Below Standard,2402,65,At/Near Standard,2534,43,At/Near Standard,2472,63,At/Near Standard,2550,58,1,2583,28,2,1100Q,At/Near Standard,2598,44,At/Near Standard,2577,43,At/Near Standard,2561,66
492937847,M,8,1,2470,27,1,965L,Below Standard,2422,55,Below Standard,2458,47,At/Near Standard,2549,74,At/Near Standard,2506,61,1,2563,27,2,1055Q,At/Near Standard,2581,38,At/Near Standard,2608,42,Below Standard,2356,132
103309143,M,8,1,2669,28,4,1390L,Above Standard,2687,48,Above Standard,2661,51,At/Near Standard,2682,87,At/Near Standard,2647,55,1,2572,28,2,1075Q,At/Near Standard,2570,38,At/Near Standard,2572,51,At/Near Standard,2578,68
103221743,F,8,1,2793,34,4,1655L,Above Standard,2762,59,Above Standard,2773,56,Above Standard,2989,175,Above Standard,2784,62,1,2727,19,4,1415Q,Above Standard,2729,31,Above Standard,2731,31,Above Standard,2719,39
735888286,F,8,1,2492,29,2,1010L,At/Near Standard,2501,51,Below Standard,2482,47,At/Near Standard,2537,77,At/Near Standard,2457,79,1,2447,32,1,805Q,Below Standard,2439,43,Below Standard,2475,60,Below Standard,2429,78
102878985,F,8,1,2489,25,2,1005L,Below Standard,2488,41,At/Near Standard,2504,44,At/Near Standard,2513,70,Below Standard,2433,70,1,2448,35,1,805Q,Below Standard,2439,43,At/Near Standard,2544,59,Below Standard,2350,108
841122357,M,8,1,2603,26,3,1250L,At/Near Standard,2598,45,At/Near Standard,2584,44,At/Near Standard,2609,70,At/Near Standard,2649,65,1,2573,28,2,1080Q,At/Near Standard,2599,40,At/Near Standard,2584,47,At/Near Standard,2448,101
367891493,F,8,1,2648,28,3,1345L,Above Standard,2755,71,At/Near Standard,2607,46,At/Near Standard,2544,78,Above Standard,2662,53,1,2604,23,3,1145Q,At/Near Standard,2631,32,At/Near Standard,2616,38,Below Standard,2455,85
747883232,M,8,1,2497,26,2,1020L,Below Standard,2447,56,At/Near Standard,2516,41,At/Near Standard,2535,68,At/Near Standard,2495,56,1,2392,39,1,685Q,Below Standard,2427,49,Below Standard,2310,133,Below Standard,2380,88
968412272,F,8,1,2429,28,1,875L,Below Standard,2388,62,Below Standard,2435,42,At/Near Standard,2490,76,Below Standard,2424,69,1,2423,32,1,755Q,Below Standard,2456,42,Below Standard,2424,64,Below Standard,2290,107
536546375,F,8,1,2446,27,1,915L,At/Near Standard,2496,49,Below Standard,2440,43,Below Standard,2364,97,Below Standard,2424,65,1,2367,44,1,630Q,Below Standard,2406,51,Below Standard,2315,128,Below Standard,2321,117
714462838,F,8,1,2473,27,1,970L,Below Standard,2475,46,Below Standard,2419,57,At/Near Standard,2570,68,Below Standard,2464,61,1,2432,38,1,775Q,Below Standard,2365,57,Below Standard,2497,57,At/Near Standard,2511,75
138369223,M,8,1,2653,26,3,1355L,Above Standard,2692,52,Above Standard,2663,43,At/Near Standard,2610,80,At/Near Standard,2610,57,1,2613,23,3,1165Q,At/Near Standard,2630,36,At/Near Standard,2625,36,At/Near Standard,2541,66
526785814,M,8,1,2437,28,1,895L,Below Standard,2314,102,Below Standard,2430,47,At/Near Standard,2593,73,Below Standard,2426,64,1,2425,35,1,755Q,Below Standard,2478,43,Below Standard,2312,123,Below Standard,2283,130
638473885,M,8,1,2399,30,1,815L,Below Standard,2375,65,Below Standard,2419,50,At/Near Standard,2488,60,Below Standard,2173,204,1,2325,48,1,540Q,Below Standard,2324,61,Below Standard,2215,198,Below Standard,2395,89
953851917,F,8,1,2454,26,1,930L,Below Standard,2419,59,Below Standard,2444,41,At/Near Standard,2484,68,At/Near Standard,2493,56,1,2433,37,1,775Q,Below Standard,2414,49,Below Standard,2402,108,At/Near Standard,2555,75
329824175,M,8,1,2437,28,1,895L,Below Standard,2425,51,At/Near Standard,2505,49,Below Standard,2332,86,Below Standard,2410,79,1,2496,33,1,910Q,Below Standard,2493,48,At/Near Standard,2556,51,Below Standard,2331,117
